일시,기온,강수량,풍속,습도,일조,일사,적설,전운량,지면온도
2023_04_18@17,25.3,,10.4,66.0,1.0,1.49,,6.0,32.6
2023_04_18@18,24.3,,9.9,71.0,1.0,0.76,,5.0,28.2
2023_04_18@19,23.8,,5.3,71.0,0.2,0.14,,6.0,25.4
2023_04_18@20,22.0,,2.2,79.0,0.0,0.0,,4.0,23.7
2023_04_18@21,20.2,,2.1,86.0,,,,6.0,22.2
2023_04_18@22,19.7,,2.7,89.0,,,,6.0,21.7
2023_04_18@23,19.6,,0.7,90.0,,,,7.0,21.0
2023_04_19@0,19.4,,2.1,91.0,,,,8.0,20.6
2023_04_19@1,19.4,,3.6,91.0,,,,7.0,19.9
2023_04_19@2,18.4,,1.0,95.0,,,,7.0,19.4
2023_04_19@3,18.1,,3.0,97.0,,,,8.0,19.5
2023_04_19@4,18.3,,1.1,96.0,,,,10.0,19.7
2023_04_19@5,18.1,,1.4,96.0,,,,10.0,19.3
2023_04_19@6,17.6,,1.6,98.0,0.0,0.0,,10.0,18.8
2023_04_19@7,18.1,,0.0,96.0,0.0,0.04,,10.0,19.3
2023_04_19@8,18.2,,0.1,94.0,0.0,0.16,,10.0,20.3
2023_04_19@9,20.5,,0.8,87.0,0.0,0.65,,9.0,23.5
2023_04_19@10,21.2,,0.9,84.0,0.0,1.05,,9.0,25.5
2023_04_19@11,22.0,,3.7,79.0,0.3,1.68,,10.0,29.5
2023_04_19@12,21.7,,3.6,82.0,0.4,1.93,,9.0,30.7
2023_04_19@13,21.7,,3.8,81.0,0.2,2.01,,9.0,32.4
2023_04_19@14,21.3,,3.6,81.0,0.1,1.7,,10.0,31.7
2023_04_19@15,20.8,,3.5,84.0,0.0,1.01,,10.0,29.0
2023_04_19@16,20.9,,3.8,83.0,0.0,1.01,,10.0,29.1
2023_04_19@17,19.7,,2.7,86.0,0.0,0.68,,10.0,27.2
2023_04_19@18,19.0,,1.7,89.0,0.0,0.49,,10.0,25.4
2023_04_19@19,17.9,,1.3,98.0,0.0,0.12,,10.0,23.5
2023_04_19@20,17.0,,0.0,98.0,0.0,0.0,,7.0,22.0
2023_04_19@21,17.8,,0.0,93.0,,,,3.0,20.3
2023_04_19@22,17.4,,3.0,94.0,,,,0.0,19.3
2023_04_19@23,17.5,,2.5,91.0,,,,0.0,18.7
2023_04_20@0,17.6,,1.4,89.0,,,,6.0,18.7
2023_04_20@1,17.2,,1.4,91.0,,,,4.0,17.8
2023_04_20@2,17.2,,1.1,90.0,,,,0.0,17.3
2023_04_20@3,16.7,,1.3,88.0,,,,0.0,16.6
2023_04_20@4,16.3,,0.0,87.0,,,,0.0,16.1
2023_04_20@5,16.0,,0.0,88.0,,,,0.0,15.7
2023_04_20@6,15.5,,0.0,90.0,0.0,0.0,,0.0,15.2
2023_04_20@7,15.5,,0.6,88.0,0.4,0.14,,0.0,15.8
2023_04_20@8,17.8,,0.5,82.0,0.9,0.72,,0.0,17.6
2023_04_20@9,20.0,,2.2,75.0,1.0,1.5,,0.0,23.4
2023_04_20@10,20.6,,2.4,78.0,1.0,2.25,,0.0,29.1
2023_04_20@11,19.7,,3.2,79.0,1.0,2.79,,1.0,33.3
2023_04_20@12,20.9,,3.1,71.0,1.0,3.15,,1.0,37.5
2023_04_20@13,21.6,,2.8,69.0,1.0,3.29,,2.0,39.8
2023_04_20@14,21.0,,3.7,76.0,1.0,3.19,,4.0,40.2
2023_04_20@15,21.2,,3.3,74.0,1.0,2.75,,5.0,38.9
2023_04_20@16,21.0,,3.8,74.0,1.0,1.94,,6.0,35.7
2023_04_20@17,19.7,,2.9,81.0,1.0,1.32,,7.0,32.2
2023_04_20@18,19.1,,2.2,82.0,1.0,0.82,,4.0,28.3
2023_04_20@19,18.2,,1.5,83.0,0.2,0.18,,6.0,24.7
2023_04_20@20,17.6,,2.3,84.0,0.0,0.0,,6.0,22.3
2023_04_20@21,17.5,,2.7,86.0,,,,5.0,21.0
2023_04_20@22,17.1,,2.4,87.0,,,,6.0,20.0
2023_04_20@23,17.1,,2.0,86.0,,,,6.0,19.3
2023_04_21@0,16.8,,1.4,87.0,,,,5.0,18.8
2023_04_21@1,16.7,,1.9,89.0,,,,6.0,19.0
2023_04_21@2,16.2,,2.0,89.0,,,,6.0,18.3
2023_04_21@3,16.5,,2.2,87.0,,,,6.0,18.1
2023_04_21@4,16.6,,1.9,84.0,,,,6.0,17.6
2023_04_21@5,16.9,,1.8,84.0,,,,6.0,17.6
2023_04_21@6,15.3,,3.2,94.0,0.0,0.0,,6.0,17.7
2023_04_21@7,14.5,,2.7,97.0,0.0,0.01,,6.0,17.7
2023_04_21@8,14.5,,1.5,97.0,0.0,0.1,,10.0,18.2
2023_04_21@9,15.0,,1.9,93.0,0.0,0.42,,10.0,20.1
2023_04_21@10,15.5,,2.4,90.0,0.0,0.6,,10.0,21.3
2023_04_21@11,16.5,,1.5,86.0,0.2,1.47,,7.0,28.1
2023_04_21@12,18.3,,3.7,79.0,1.0,3.16,,1.0,34.5
2023_04_21@13,22.5,,4.4,40.0,1.0,3.3,,0.0,38.0
2023_04_21@14,20.5,,5.1,58.0,1.0,3.21,,1.0,38.8
2023_04_21@15,19.6,,6.3,65.0,1.0,2.88,,0.0,37.7
2023_04_21@16,19.4,,5.8,66.0,1.0,2.32,,0.0,35.2
2023_04_21@17,18.7,,4.9,71.0,1.0,1.58,,0.0,31.8
2023_04_21@18,17.7,,4.7,76.0,0.6,,,7.0,27.2
2023_04_21@19,17.5,,4.0,72.0,0.0,,,0.0,23.4
2023_04_21@20,16.5,,3.2,74.0,0.0,,,0.0,20.9
2023_04_21@21,15.8,,3.7,74.0,,,,0.0,19.4
2023_04_21@22,15.5,,2.7,74.0,,,,0.0,18.4
2023_04_21@23,15.1,,1.5,76.0,,,,0.0,17.7
2023_04_22@0,14.8,,1.8,77.0,,,,0.0,17.0
2023_04_22@1,14.6,,2.3,74.0,,,,0.0,16.4
2023_04_22@2,14.4,,2.0,72.0,,,,0.0,15.9
2023_04_22@3,14.4,,2.8,71.0,,,,2.0,15.5
2023_04_22@4,14.7,,2.9,72.0,,,,5.0,15.5
2023_04_22@5,15.2,,3.8,67.0,,,,7.0,15.9
2023_04_22@6,15.1,,3.9,66.0,0.0,0.0,,9.0,15.9
2023_04_22@7,15.1,,4.2,62.0,0.0,0.05,,4.0,16.0
2023_04_22@8,16.0,,4.1,59.0,0.7,0.62,,0.0,17.2
2023_04_22@9,17.0,,5.5,52.0,1.0,1.48,,0.0,22.5
2023_04_22@10,17.6,,6.6,52.0,1.0,2.24,,0.0,27.8
2023_04_22@11,17.3,,7.7,53.0,1.0,2.81,,1.0,31.4
2023_04_22@12,17.4,,7.6,52.0,1.0,3.16,,0.0,34.4
2023_04_22@13,17.9,,6.9,53.0,1.0,3.3,,1.0,36.6
2023_04_22@14,17.8,,8.0,56.0,1.0,3.17,,5.0,36.6
2023_04_22@15,17.5,,7.1,56.0,1.0,2.62,,8.0,34.2
2023_04_22@16,17.7,,6.5,55.0,0.6,1.52,,8.0,32.0
2023_04_22@17,17.1,,5.3,48.0,0.6,1.1,,8.0,28.0
2023_04_22@18,17.0,,4.6,43.0,0.7,0.72,,5.0,24.4
2023_04_22@19,16.0,,3.6,47.0,0.6,0.21,,5.0,20.8
2023_04_22@20,14.9,,3.7,56.0,0.0,0.0,,4.0,18.6
2023_04_22@21,14.4,,3.2,60.0,,,,2.0,17.3
2023_04_22@22,14.3,,2.1,63.0,,,,5.0,16.6
2023_04_22@23,14.3,,2.2,66.0,,,,4.0,16.0
2023_04_23@0,14.2,,3.6,63.0,,,,2.0,15.4
2023_04_23@1,13.9,,4.2,67.0,,,,5.0,15.1
2023_04_23@2,13.8,,4.5,67.0,,,,3.0,14.9
2023_04_23@3,13.8,,4.5,67.0,,,,5.0,14.7
2023_04_23@4,13.6,,3.6,68.0,,,,5.0,14.3
2023_04_23@5,13.7,,4.4,68.0,,,,5.0,14.2
2023_04_23@6,13.9,,4.4,67.0,0.0,0.0,,5.0,14.3
2023_04_23@7,14.3,,4.4,66.0,0.0,0.1,,5.0,15.5
2023_04_23@8,14.8,,6.4,64.0,0.0,0.33,,9.0,17.1
2023_04_23@9,15.7,,7.2,59.0,0.3,1.02,,9.0,21.8
2023_04_23@10,16.1,,5.8,59.0,0.1,1.25,,9.0,24.1
2023_04_23@11,15.1,,5.9,64.0,0.0,0.9,,9.0,21.9
2023_04_23@12,16.7,,5.8,60.0,0.2,1.82,,9.0,28.3
2023_04_23@13,17.2,,6.4,58.0,0.2,2.18,,8.0,30.8
2023_04_23@14,16.8,,7.1,60.0,0.6,2.77,,9.0,31.8
2023_04_23@15,16.9,,6.8,60.0,0.4,2.09,,9.0,31.0
2023_04_23@16,16.4,,6.6,63.0,0.0,1.2,,9.0,27.8
2023_04_23@17,15.9,,5.8,67.0,0.0,0.92,,10.0,25.3
2023_04_23@18,15.5,,3.8,68.0,0.0,0.21,,9.0,22.3
2023_04_23@19,15.3,,3.6,68.0,0.0,0.02,,6.0,20.3
2023_04_23@20,15.2,,2.9,68.0,0.0,0.0,,9.0,19.1
2023_04_23@21,15.1,,2.6,67.0,,,,9.0,18.2
2023_04_23@22,15.0,,2.9,67.0,,,,9.0,17.7
2023_04_23@23,14.9,,2.5,65.0,,,,10.0,17.2
2023_04_24@0,14.9,,2.1,65.0,,,,10.0,17.0
2023_04_24@1,14.7,,3.0,70.0,,,,10.0,16.8
2023_04_24@2,14.7,,4.2,72.0,,,,10.0,16.5
2023_04_24@3,14.6,,3.4,74.0,,,,10.0,16.4
2023_04_24@4,14.6,,4.3,75.0,,,,10.0,16.2
2023_04_24@5,14.4,,3.2,74.0,,,,10.0,16.0
2023_04_24@6,14.5,0.0,5.5,71.0,0.0,0.0,,10.0,15.8
2023_04_24@7,13.9,0.0,3.3,70.0,0.0,0.04,,10.0,15.4
2023_04_24@8,13.8,0.1,1.4,76.0,0.0,0.16,,10.0,16.1
2023_04_24@9,14.4,0.0,5.0,74.0,0.0,0.19,,10.0,16.3
2023_04_24@10,14.7,0.0,5.2,72.0,0.0,0.36,,10.0,16.9
2023_04_24@11,14.2,0.7,3.0,74.0,0.0,0.31,,10.0,16.9
2023_04_24@12,13.3,1.6,2.9,80.0,0.0,0.2,,10.0,16.5
2023_04_24@13,13.3,1.3,2.8,79.0,0.0,0.48,,10.0,18.0
2023_04_24@14,13.4,0.0,2.9,77.0,0.0,0.67,,10.0,18.3
2023_04_24@15,13.2,0.4,3.1,79.0,0.0,0.4,,10.0,17.6
2023_04_24@16,13.4,0.0,3.9,74.0,0.0,0.28,,10.0,16.8
2023_04_24@17,13.6,,3.0,75.0,0.0,0.22,,10.0,16.2
2023_04_24@18,13.8,,3.1,73.0,0.0,0.13,,10.0,15.7
2023_04_24@19,13.9,,3.0,71.0,0.0,0.0,,7.0,14.9
2023_04_24@20,14.0,,2.8,68.0,0.0,0.0,,10.0,14.3
2023_04_24@21,14.2,,4.8,70.0,,,,10.0,14.1
2023_04_24@22,14.3,,3.0,70.0,,,,10.0,14.0
2023_04_24@23,14.2,,2.8,70.0,,,,9.0,14.0
2023_04_25@0,14.1,,2.2,69.0,,,,10.0,13.8
2023_04_25@1,13.9,,1.9,71.0,,,,10.0,13.8
2023_04_25@2,13.9,,0.7,71.0,,,,9.0,13.8
2023_04_25@3,13.9,,1.2,70.0,,,,10.0,13.8
2023_04_25@4,13.3,0.0,2.4,83.0,,,,10.0,13.8
2023_04_25@5,12.3,0.4,1.3,92.0,,,,10.0,13.9
2023_04_25@6,12.3,0.3,3.7,95.0,0.0,0.0,,10.0,13.9
2023_04_25@7,12.3,0.1,1.8,93.0,0.0,0.0,,10.0,14.0
2023_04_25@8,12.4,0.7,2.7,94.0,0.0,0.0,,10.0,14.4
2023_04_25@9,12.7,0.2,2.9,96.0,0.0,0.08,,10.0,15.3
2023_04_25@10,12.8,0.2,3.1,95.0,0.0,0.19,,10.0,15.9
2023_04_25@11,12.9,0.7,2.5,96.0,0.0,0.15,,10.0,16.0
2023_04_25@12,12.9,0.6,1.8,96.0,0.0,0.12,,10.0,16.3
2023_04_25@13,12.9,0.7,3.9,96.0,0.0,0.21,,10.0,16.4
2023_04_25@14,12.7,0.7,5.2,97.0,0.0,0.15,,10.0,16.1
2023_04_25@15,12.7,1.2,3.5,98.0,0.0,0.1,,10.0,16.0
2023_04_25@16,12.3,1.1,4.0,98.0,0.0,0.06,,10.0,15.7
2023_04_25@17,12.0,0.8,4.0,98.0,0.0,0.02,,10.0,15.2
2023_04_25@18,11.8,0.9,3.4,97.0,0.0,0.0,,10.0,14.6
2023_04_25@19,12.0,0.3,3.1,95.0,0.0,0.0,,10.0,14.2
2023_04_25@20,11.9,0.0,1.7,96.0,0.0,0.0,,10.0,14.1
2023_04_25@21,12.0,,0.3,95.0,,,,10.0,14.2
2023_04_25@22,12.2,,2.0,93.0,,,,10.0,14.0
2023_04_25@23,12.3,,3.1,91.0,,,,9.0,13.8
2023_04_26@0,11.9,,3.7,89.0,,,,7.0,13.3
2023_04_26@1,11.4,,2.8,87.0,,,,1.0,12.3
2023_04_26@2,10.8,,2.6,86.0,,,,0.0,11.3
2023_04_26@3,10.4,,2.2,87.0,,,,3.0,10.8
2023_04_26@4,10.0,,1.9,89.0,,,,4.0,10.6
2023_04_26@5,9.9,,2.6,87.0,,,,0.0,10.0
2023_04_26@6,9.7,,2.7,86.0,0.0,0.0,,0.0,9.6
2023_04_26@7,10.2,,2.5,84.0,0.5,0.22,,1.0,10.2
2023_04_26@8,12.5,,3.5,74.0,1.0,0.88,,1.0,12.8
2023_04_26@9,14.3,,3.6,68.0,1.0,1.64,,0.0,18.4
2023_04_26@10,16.3,,4.7,59.0,1.0,2.34,,0.0,22.7
2023_04_26@11,16.7,,5.7,61.0,1.0,2.92,,0.0,25.5
2023_04_26@12,16.8,,6.2,65.0,0.9,3.13,,7.0,25.8
2023_04_26@13,16.7,,5.2,71.0,0.6,2.65,,8.0,25.1
2023_04_26@14,17.1,,5.8,67.0,0.9,3.14,,1.0,27.8
2023_04_26@15,16.9,,5.1,56.0,1.0,3.01,,0.0,27.8
2023_04_26@16,16.4,,5.1,59.0,1.0,2.6,,0.0,27.4
2023_04_26@17,15.3,,4.9,59.0,1.0,1.9,,0.0,24.7
2023_04_26@18,14.3,,4.2,58.0,1.0,1.08,,0.0,19.2
2023_04_26@19,12.3,,4.6,63.0,0.9,0.3,,0.0,15.7
2023_04_26@20,11.3,,3.5,66.0,0.0,0.0,,0.0,13.6
2023_04_26@21,10.8,,3.5,67.0,,,,0.0,12.3
2023_04_26@22,10.5,,2.9,68.0,,,,0.0,11.5
2023_04_26@23,10.2,,3.0,71.0,,,,0.0,10.8
2023_04_27@0,9.8,,2.0,69.0,,,,0.0,10.2
2023_04_27@1,9.2,,1.8,69.0,,,,0.0,9.6
2023_04_27@2,8.6,,1.6,65.0,,,,0.0,9.0
2023_04_27@3,8.0,,1.9,57.0,,,,0.0,8.3
2023_04_27@4,7.6,,1.9,67.0,,,,0.0,7.9
2023_04_27@5,7.5,,1.9,67.0,,,,0.0,7.5
2023_04_27@6,7.4,,2.3,64.0,0.0,0.0,,0.0,7.2
2023_04_27@7,8.2,,1.9,71.0,0.7,0.25,,0.0,8.0
2023_04_27@8,11.3,,1.2,76.0,1.0,0.94,,0.0,12.3
2023_04_27@9,13.1,,2.2,67.0,1.0,1.77,,4.0,18.6
2023_04_27@10,13.6,,3.1,69.0,1.0,2.61,,5.0,24.0
2023_04_27@11,14.3,,3.2,67.0,1.0,3.1,,4.0,28.3
2023_04_27@12,14.6,,3.4,68.0,1.0,3.52,,3.0,32.2
2023_04_27@13,14.8,,4.2,70.0,1.0,3.58,,2.0,34.6
2023_04_27@14,15.5,,3.0,64.0,1.0,3.39,,2.0,35.9
2023_04_27@15,15.7,,3.8,63.0,1.0,3.02,,5.0,35.1
2023_04_27@16,16.8,,3.5,65.0,1.0,2.52,,6.0,33.5
2023_04_27@17,16.6,,4.6,68.0,1.0,1.65,,6.0,29.9
2023_04_27@18,16.4,,3.1,73.0,1.0,0.97,,4.0,24.3
2023_04_27@19,15.9,,2.9,76.0,0.7,0.25,,6.0,20.7
2023_04_27@20,15.4,,2.2,79.0,0.0,0.01,,9.0,18.6
2023_04_27@21,14.9,,2.9,80.0,,,,4.0,17.1
2023_04_27@22,14.4,,1.4,82.0,,,,7.0,16.0
2023_04_27@23,13.7,,1.7,81.0,,,,7.0,15.2
2023_04_28@0,12.9,,1.4,81.0,,,,3.0,14.0
2023_04_28@1,12.6,,2.2,78.0,,,,0.0,13.2
2023_04_28@2,11.8,,2.3,78.0,,,,3.0,12.5
2023_04_28@3,11.4,,2.0,76.0,,,,3.0,12.1
2023_04_28@4,11.0,,2.9,74.0,,,,4.0,11.3
2023_04_28@5,10.7,,1.9,69.0,,,,6.0,10.8
2023_04_28@6,10.9,,1.1,62.0,0.0,0.0,,4.0,10.6
2023_04_28@7,12.3,,1.3,52.0,0.6,0.22,,5.0,11.7
2023_04_28@8,17.0,,1.9,55.0,0.9,1.09,,7.0,16.3
2023_04_28@9,18.5,,1.1,50.0,0.5,0.96,,10.0,18.7
2023_04_28@10,19.1,,1.4,55.0,0.0,0.62,,10.0,20.6
2023_04_28@11,21.4,,0.7,59.0,0.2,1.62,,7.0,26.9
2023_04_28@12,22.6,,3.7,64.0,1.0,3.4,,6.0,34.9
2023_04_28@13,21.6,,2.2,64.0,0.3,1.94,,7.0,32.0
2023_04_28@14,21.3,,2.5,66.0,0.2,1.73,,8.0,30.8
2023_04_28@15,23.2,,3.1,52.0,0.1,1.32,,8.0,32.5
2023_04_28@16,22.3,,3.0,57.0,0.2,1.37,,9.0,29.4
2023_04_28@17,21.0,,1.6,62.0,0.0,0.69,,10.0,26.7
2023_04_28@18,20.7,0.0,0.7,63.0,0.0,0.15,,10.0,23.9
2023_04_28@19,20.5,0.0,0.7,64.0,0.0,0.02,,10.0,22.2
2023_04_28@20,20.3,,1.4,66.0,0.0,0.0,,6.0,21.2
2023_04_28@21,19.7,,0.5,71.0,,,,10.0,20.5
2023_04_28@22,18.8,,1.6,81.0,,,,6.0,19.7
2023_04_28@23,17.9,,2.1,88.0,,,,6.0,19.2
2023_04_29@0,18.0,,0.0,88.0,,,,10.0,18.7
2023_04_29@1,17.9,,1.4,88.0,,,,9.0,18.4
2023_04_29@2,18.0,,0.0,87.0,,,,10.0,18.2
2023_04_29@3,17.7,,0.3,90.0,,,,6.0,17.4
2023_04_29@4,17.6,,0.3,90.0,,,,8.0,16.9
2023_04_29@5,17.7,,0.0,90.0,,,,8.0,17.5
2023_04_29@6,17.8,,0.0,92.0,0.0,0.0,,9.0,17.6
2023_04_29@7,18.5,,0.0,93.0,0.0,0.06,,8.0,18.6
2023_04_29@8,19.1,,0.0,91.0,0.0,0.13,,9.0,19.6
2023_04_29@9,19.7,,1.9,88.0,0.0,0.39,,10.0,20.9
2023_04_29@10,19.7,,0.0,85.0,0.0,0.39,,10.0,21.7
2023_04_29@11,19.8,,1.4,84.0,0.0,0.3,,10.0,21.1
2023_04_29@12,20.1,0.0,4.6,81.0,0.0,0.51,,10.0,21.6
2023_04_29@13,18.1,1.6,4.4,93.0,0.0,0.27,,10.0,20.4
2023_04_29@14,16.5,1.7,3.3,97.0,0.0,0.08,,10.0,19.3
2023_04_29@15,15.6,1.3,4.7,97.0,0.0,0.05,,10.0,18.5
2023_04_29@16,15.8,0.9,3.2,96.0,0.0,0.09,,10.0,18.7
2023_04_29@17,14.2,0.2,4.9,94.0,0.0,0.06,,10.0,17.6
2023_04_29@18,13.7,0.4,5.6,95.0,0.0,0.02,,10.0,16.7
2023_04_29@19,13.4,0.0,5.0,91.0,0.0,0.0,,10.0,16.0
2023_04_29@20,12.8,,5.3,81.0,0.0,0.0,,10.0,14.6
2023_04_29@21,12.6,,4.7,79.0,,,,8.0,13.6
2023_04_29@22,12.5,,4.9,80.0,,,,7.0,13.3
2023_04_29@23,12.4,,4.7,80.0,,,,9.0,13.2
2023_04_30@0,11.8,,4.9,77.0,,,,5.0,12.1
2023_04_30@1,11.6,,4.3,72.0,,,,6.0,11.3
2023_04_30@2,11.3,,3.5,74.0,,,,5.0,10.9
2023_04_30@3,11.1,,3.6,70.0,,,,3.0,10.3
2023_04_30@4,10.6,,3.1,73.0,,,,3.0,9.9
2023_04_30@5,10.3,,2.7,72.0,,,,2.0,9.6
2023_04_30@6,10.1,,2.3,73.0,0.0,0.0,,4.0,9.3
2023_04_30@7,10.5,,2.0,69.0,0.6,0.22,,1.0,9.7
2023_04_30@8,13.3,,1.7,56.0,1.0,1.04,,1.0,13.4
2023_04_30@9,16.0,,1.8,47.0,1.0,1.85,,0.0,20.2
2023_04_30@10,16.9,,3.0,42.0,1.0,2.57,,0.0,24.5
2023_04_30@11,17.9,,3.1,47.0,1.0,3.14,,0.0,27.8
2023_04_30@12,17.9,,3.9,46.0,1.0,3.48,,0.0,29.7
2023_04_30@13,19.1,,4.2,47.0,1.0,3.61,,0.0,31.1
2023_04_30@14,20.0,,3.6,48.0,1.0,3.48,,0.0,32.7
2023_04_30@15,20.9,,4.4,42.0,1.0,3.11,,0.0,33.0
2023_04_30@16,20.4,,6.0,42.0,1.0,2.51,,2.0,31.2
2023_04_30@17,19.5,,4.9,44.0,1.0,1.69,,3.0,27.8
2023_04_30@18,18.8,,4.6,43.0,1.0,1.08,,4.0,23.3
2023_04_30@19,17.1,,3.7,50.0,0.9,0.3,,1.0,19.4
2023_04_30@20,16.0,,3.6,54.0,0.0,0.0,,0.0,17.0
2023_04_30@21,15.8,,3.4,48.0,,,,0.0,15.5
2023_04_30@22,15.9,,4.3,45.0,,,,0.0,14.4
2023_04_30@23,15.5,,3.8,44.0,,,,0.0,13.5
2023_05_01@0,15.1,,3.7,45.0,,,,0.0,12.9
2023_05_01@1,15.9,,4.3,37.0,,,,0.0,12.4
2023_05_01@2,16.0,,4.6,33.0,,,,0.0,12.1
2023_05_01@3,16.2,,4.3,31.0,,,,0.0,11.8
2023_05_01@4,16.5,,4.4,29.0,,,,0.0,11.6
2023_05_01@5,16.4,,4.9,34.0,,,,0.0,11.5
2023_05_01@6,15.3,,3.9,51.0,0.0,0.0,,0.0,11.7
2023_05_01@7,15.2,,3.7,63.0,0.5,0.21,,0.0,12.7
2023_05_01@8,16.7,,4.9,64.0,1.0,0.89,,0.0,16.0
2023_05_01@9,18.3,,3.5,63.0,1.0,1.68,,0.0,22.1
2023_05_01@10,19.2,,4.5,64.0,1.0,2.49,,0.0,27.9
2023_05_01@11,19.2,,3.7,63.0,1.0,3.09,,0.0,32.4
2023_05_01@12,18.7,,3.3,69.0,1.0,3.43,,0.0,36.4
2023_05_01@13,19.6,,3.0,53.0,1.0,3.6,,0.0,38.8
2023_05_01@14,19.0,,3.2,42.0,1.0,3.49,,0.0,39.5
2023_05_01@15,20.1,,2.9,41.0,1.0,3.13,,0.0,39.2
2023_05_01@16,19.7,,2.2,33.0,1.0,2.6,,0.0,37.0
2023_05_01@17,20.1,,2.7,38.0,1.0,1.86,,0.0,33.6
2023_05_01@18,19.2,,2.4,42.0,1.0,1.04,,0.0,27.2
2023_05_01@19,18.2,,0.5,43.0,0.9,0.31,,0.0,23.0
2023_05_01@20,16.9,,2.6,65.0,0.0,0.0,,0.0,20.2
2023_05_01@21,16.3,,1.2,56.0,,,,0.0,18.4
2023_05_01@22,15.6,,0.8,49.0,,,,0.0,16.7
2023_05_01@23,15.1,,0.6,42.0,,,,0.0,15.7
2023_05_02@0,15.2,,1.7,43.0,,,,0.0,14.8
2023_05_02@1,15.2,,1.8,42.0,,,,0.0,14.1
2023_05_02@2,14.9,,1.6,42.0,,,,0.0,13.5
2023_05_02@3,14.5,,2.0,41.0,,,,0.0,12.8
2023_05_02@4,13.9,,1.3,46.0,,,,3.0,12.4
2023_05_02@5,13.9,,1.9,48.0,,,,5.0,12.2
2023_05_02@6,13.7,,1.1,49.0,0.0,0.0,,6.0,12.0
2023_05_02@7,14.2,,1.4,54.0,0.2,0.14,,6.0,13.0
2023_05_02@8,16.6,,1.6,75.0,0.9,0.87,,3.0,16.9
2023_05_02@9,18.7,,2.4,55.0,1.0,1.71,,5.0,23.5
2023_05_02@10,19.0,,2.0,58.0,1.0,2.4,,5.0,29.2
2023_05_02@11,19.1,,4.0,71.0,1.0,3.04,,6.0,34.2
2023_05_02@12,19.8,,3.7,71.0,1.0,3.35,,4.0,37.7
2023_05_02@13,20.0,,2.8,65.0,1.0,3.48,,1.0,40.5
2023_05_02@14,21.6,,2.8,61.0,1.0,3.4,,3.0,41.7
2023_05_02@15,24.0,,3.7,51.0,1.0,2.97,,6.0,40.4
2023_05_02@16,24.2,,4.7,36.0,1.0,2.42,,5.0,38.5
2023_05_02@17,23.1,,3.8,41.0,1.0,1.64,,6.0,33.8
2023_05_02@18,21.1,,1.4,54.0,1.0,0.96,,7.0,28.8
2023_05_02@19,19.8,,2.4,56.0,0.3,0.21,,6.0,24.3
2023_05_02@20,19.1,,2.4,53.0,0.0,0.0,,5.0,21.5
2023_05_02@21,18.1,,1.1,57.0,,,,5.0,19.7
2023_05_02@22,17.4,,3.7,57.0,,,,7.0,18.6
2023_05_02@23,16.9,,2.8,58.0,,,,6.0,17.6
2023_05_03@0,17.4,,4.2,54.0,,,,6.0,17.4
2023_05_03@1,16.8,,3.0,55.0,,,,7.0,16.6
2023_05_03@2,16.2,,2.4,55.0,,,,7.0,15.9
2023_05_03@3,15.8,,1.9,55.0,,,,5.0,15.9
2023_05_03@4,15.2,,2.3,53.0,,,,6.0,14.7
2023_05_03@5,15.5,,1.4,53.0,,,,6.0,15.0
2023_05_03@6,16.3,,2.4,46.0,0.0,0.0,,7.0,15.4
2023_05_03@7,17.7,,2.4,44.0,0.1,0.17,,7.0,17.2
2023_05_03@8,18.3,,1.3,51.0,0.1,0.48,,9.0,19.7
2023_05_03@9,19.4,,1.5,50.0,0.0,0.47,,10.0,20.5
2023_05_03@10,18.7,,1.7,71.0,0.0,0.26,,10.0,20.2
2023_05_03@11,19.2,,1.7,74.0,0.0,0.41,,10.0,22.3
2023_05_03@12,20.0,,0.8,62.0,0.0,0.45,,10.0,22.5
2023_05_03@13,20.1,0.7,1.2,73.0,0.0,0.28,,10.0,21.1
2023_05_03@14,18.5,1.3,0.4,81.0,0.0,0.17,,10.0,20.7
2023_05_03@15,17.7,2.8,0.5,86.0,0.0,0.12,,10.0,19.9
2023_05_03@16,17.1,2.5,0.0,92.0,0.0,0.08,,10.0,19.6
2023_05_03@17,16.8,1.0,2.1,90.0,0.0,0.02,,10.0,19.1
2023_05_03@18,16.6,2.8,2.5,94.0,0.0,0.0,,10.0,18.6
2023_05_03@19,16.6,2.9,2.3,96.0,0.0,0.0,,10.0,18.2
2023_05_03@20,16.6,3.5,2.3,96.0,0.0,0.0,,10.0,17.9
2023_05_03@21,16.7,19.1,2.4,90.0,,,,10.0,17.1
2023_05_03@22,16.3,9.1,1.4,97.0,,,,10.0,17.2
2023_05_03@23,16.8,2.1,1.5,95.0,,,,10.0,17.3
2023_05_04@0,16.8,2.9,2.1,97.0,,,,10.0,17.3
2023_05_04@1,16.6,2.5,2.4,97.0,,,,10.0,17.3
2023_05_04@2,16.4,1.7,1.4,98.0,,,,10.0,17.3
2023_05_04@3,16.3,2.7,2.4,99.0,,,,10.0,17.3
2023_05_04@4,16.0,5.0,0.1,99.0,,,,10.0,17.1
2023_05_04@5,16.0,3.6,3.4,99.0,,,,10.0,17.1
2023_05_04@6,16.3,3.6,1.5,98.0,0.0,0.0,,10.0,17.0
2023_05_04@7,16.5,6.3,1.0,98.0,0.0,0.0,,10.0,17.3
2023_05_04@8,16.5,8.0,2.2,99.0,0.0,0.0,,10.0,17.4
